Наименование;Артикул
Выключатель АК50КБ-3МГ, 30/7, крепление за панелью, ТУ16-522.024-80;106220
Выключатель АК50КБ-3МГ, 35/7, крепление за панелью, ТУ16-522.024-80;106221
Выключатель АК50КБ-3МГ, 40/7, крепление за панелью, ТУ16-522.024-80;106222
Выключатель АК50КБ-3МГ, 4/7, крепление за панелью, ТУ16-522.024-80;244235
Выключатель АК50КБ-3МГ, 50/7, крепление за панелью, ТУ16-522.024-80;283442
Выключатель АК50КБ-3МГ, 5/7, крепление за панелью, ТУ16-522.024-80;106223
Выключатель АК50КБ-3МГ, 6,3/7, крепление за панелью, ТУ16-522.024-80;251971
Выключатель АК50КБ-3МГ, 63/7, крепление за панелью, ТУ16-522.024-80;283443
Выключатель АК50КБ-3МГ, 8/7, крепление за панелью, ТУ16-522.024-80;283444
Выключатель АК50КБ-3МГ-Д, 10/14, Uд~220В, ТУ16-522.024-80;106224
Выключатель АК50КБ-3МГ-Д, 16/14, Uд~220В, ТУ16-522.024-80;259596
Выключатель АК50КБ-3МГ-Д, 20/14, Uд~220В, ТУ16-522.024-80;287069
Выключатель АК50КБ-3МГ-Д, 25/14, Uд~220В, ТУ16-522.024-80;106225
Выключатель АК50КБ-3МГ-Д, 30/14, Uд~220В, ТУ16-522.024-80;106226
Выключатель АК50КБ-3МГ-Д, 35/14, Uд~220В, ТУ16-522.024-80;106227
Выключатель АК50КБ-3МГ-Д, 40/14, Uд~220В, ТУ16-522.024-80;106228
Выключатель АК50КБ-3МГ-Д,50/14, Uд~220В, ТУ16-522.024-80;106229
Выключатель АК50КБ-3МГ-Д, 63/14, Uд~220В, ТУ16-522.024-80;106230
Выключатель АК50КБ-3МГ-Д, 10/14, Uд~380В, ТУ16-522.024-80;106232
Выключатель АК50КБ-3МГ-Д, 16/14, Uд~380В, ТУ16-522.024-80;106233
Выключатель АК50КБ-3МГ-Д, 1/14, Uд~380В, ТУ16-522.024-80;106231
Выключатель АК50КБ-3МГ-Д, 25/14, Uд~380В, ТУ16-522.024-80;106234
Выключатель АК50КБ-3МГ-Д, 30/14, Uд~380В, ТУ16-522.024-80;106235
Выключатель АК50КБ-3МГ-Д, 40/14, Uд~380В, ТУ16-522.024-80;106236
Выключатель АК50КБ-3МГ-Д, 50/14, Uд~380В, ТУ16-522.024-80;106238
Выключатель АК50КБ-3МГ-Д, 5/14, Uд~380В, ТУ16-522.024-80;106237
Выключатель АК50КБ-3МГ-Д, 8/14, Uд~380В, ТУ16-522.024-80;106239
Выключатель АК50КБ-3МГ-Д, 10/5, Uд~220В, ТУ16-522.024-80;106240
Выключатель АК50КБ-3МГ-Д, 16/5, Uд~220В, ТУ16-522.024-80;106241
Выключатель АК50КБ-3МГ-Д, 20/5, Uд~220В, ТУ16-522.024-80;106243
Выключатель АК50КБ-3МГ-Д, 25/5, Uд~220В, ТУ16-522.024-80;106244
Выключатель АК50КБ-3МГ-Д, 2/5, Uд~220В, ТУ16-522.024-80;106242
Выключатель АК50КБ-3МГ-Д, 30/5, Uд~220В, ТУ16-522.024-80;232088
Выключатель АК50КБ-3МГ-Д, 35/5, Uд~220В, ТУ16-522.024-80;106245
Выключатель АК50КБ-3МГ-Д, 4/5, Uд~220В, ТУ16-522.024-80;106246
Выключатель АК50КБ-3МГ-Д, 10/5, Uд~380В, ТУ16-522.024-80;222488
Выключатель АК50КБ-3МГ-Д, 4/5, Uд~380В, ТУ16-522.024-80;106247
Выключатель АК50КБ-3МГ-Д, 50/5, Uд~380В, ТУ16-522.024-80;106248
Выключатель АК50КБ-3МГ-Д, 20/7, Uд~220В, ТУ16-522.024-80;106250
Выключатель АК50КБ-3МГ-Д, 25/7, Uд~220В, ТУ16-522.024-80;111637
Выключатель АК50КБ-3МГ-Д, 40/7, Uд~220В, ТУ16-522.024-80;106251
Выключатель АК50КБ-3МГ-Д, 50/7, Uд~220В, ТУ16-522.024-80;106252
Выключатель АК50КБ-3МГ-Д, 10/7, Uд~380В, ТУ16-522.024-80;106253
Выключатель АК50КБ-3МГ-Д, 16/7, Uд~380В, ТУ16-522.024-80;106254
Выключатель АК50КБ-3МГ-Д, 25/7, Uд~380В, ТУ16-522.024-80;106255
Выключатель АК50КБ-3МГ-Д, 3,15/7, Uд~380В, ТУ16-522.024-80;106256
Выключатель АК50КБ-3МГ-Д, 4/7, Uд~380В, ТУ16-522.024-80;106257
Выключатель АК50КБ-3МГ-Д, 50/7, Uд~380В, ТУ16-522.024-80;106249
Выключатель АК50КБ-3МГ-Д, 63/7, Uд~380В, ТУ16-522.024-80;149110
Выключатель АК50КБ-3МГ-Д, 8/7, Uд~380В, ТУ16-522.024-80;106258
Выключатель АК50КБ-3М-Д, 30/5, Uд~380В, ТУ16-522.024-80;106028
Выключатель АК50КБ-3М-Д, 4/5, Uд~380В, ТУ16-522.024-80;106029
Выключатель АК50КБ-3М-Д, 50/5, Uд~380В, ТУ16-522.024-80;106030
Выключатель АК50КБ-3М-Д, 25/7, Uд~380В, ТУ16-522.024-80;106031
Выключатель АК50КБ-400-2М, 50/12, ТУ16-522.024-80;106259
Выключатель АК50КБ-400-2М, 30/12, со свободными контактами, ТУ16-522.024-80;106260
Выключатель АК50КБ-400-2М, 0,6/5, ТУ16-522.024-80;106262
Выключатель АК50КБ-400-2М, 1,6/5, ТУ16-522.024-80;296794
Выключатель АК50КБ-400-2М, 10/5, ТУ16-522.024-80;106265
Выключатель АК50КБ-400-2М, 16/5, ТУ16-522.024-80;106266
Выключатель АК50КБ-400-2М, 1/5, ТУ16-522.024-80;106263
Выключатель АК50КБ-400-2М, 2,5/5, ТУ16-522.024-80;106268
Выключатель АК50КБ-400-2М, 20/5, ТУ16-522.024-80;106269
Выключатель АК50КБ-400-2М, 25/5, ТУ16-522.024-80;106270
Выключатель АК50КБ-400-2М, 2/5, ТУ16-522.024-80;106267
Выключатель АК50КБ-400-2М, 3,15/5, ТУ16-522.024-80;106271
Выключатель АК50КБ-400-2М, 35/5, ТУ16-522.024-80;106273
Выключатель АК50КБ-400-2М, 4/5, ТУ16-522.024-80;106274
Выключатель АК50КБ-400-2М, 50/5, ТУ16-522.024-80;106277
Выключатель АК50КБ-400-2М, 5/5, ТУ16-522.024-80;106276
Выключатель АК50КБ-400-2М, 6,3/5, ТУ16-522.024-80;106278
Выключатель АК50КБ-400-2М, 8/5, ТУ16-522.024-80;106279
Выключатель АК50КБ-400-2М, 0,6/5, со свободными контактами, ТУ16-522.024-80;106280
Выключатель АК50КБ-400-2М, 1,6/5, со свободными контактами, ТУ16-522.024-80;106282
Выключатель АК50КБ-400-2М, 10/5, со свободными контактами, ТУ16-522.024-80;106283
Выключатель АК50КБ-400-2М, 16/5, со свободными контактами, ТУ16-522.024-80;106284
Выключатель АК50КБ-400-2М, 1/5, со свободными контактами, ТУ16-522.024-80;106281
Выключатель АК50КБ-400-2М, 2,5/5, со свободными контактами, ТУ16-522.024-80;106286
Выключатель АК50КБ-400-2М, 20/5, со свободными контактами, ТУ16-522.024-80;106287
Выключатель АК50КБ-400-2М, 25/5, со свободными контактами, ТУ16-522.024-80;106288
Выключатель АК50КБ-400-2М, 2/5, со свободными контактами, ТУ16-522.024-80;106285
Выключатель АК50КБ-400-2М, 3,15/5, со свободными контактами, ТУ16-522.024-80;106290
Выключатель АК50КБ-400-2М, 4/5, со свободными контактами, ТУ16-522.024-80;106291
Выключатель АК50КБ-400-2М, 50/5, со свободными контактами, ТУ16-522.024-80;315352
Выключатель АК50КБ-400-2М, 5/5, со свободными контактами, ТУ16-522.024-80;106292
Выключатель АК50КБ-400-2М, 6,3/5, со свободными контактами, ТУ16-522.024-80;106293
Выключатель АК50КБ-400-2М, 8/5, со свободными контактами, ТУ16-522.024-80;106294
Выключатель АК50КБ-400-2М, 50/7, со свободными контактами, ТУ16-522.024-80;106295
Выключатель АК50КБ-400-2М, 63/7, со свободными контактами, ТУ16-522.024-80;311484
Выключатель АК50КБ-400-3М, 25/12, ТУ16-522.024-80;106296
Выключатель АК50КБ-400-3М, 30/12, ТУ16-522.024-80;106297
Выключатель АК50КБ-400-3М, 40/12, ТУ16-522.024-80;106298
Выключатель АК50КБ-400-3М, 50/12, ТУ16-522.024-80;106299
Выключатель АК50КБ-400-3М, 63/12, ТУ16-522.024-80;271854
Выключатель АК50КБ-400-3М, 25/12, со свободными контактами, ТУ16-522.024-80;106300
Выключатель АК50КБ-400-3М, 30/12, со свободными контактами, ТУ16-522.024-80;106301
Выключатель АК50КБ-400-3М, 35/12, со свободными контактами, ТУ16-522.024-80;106302
Выключатель АК50КБ-400-3М, 40/12, со свободными контактами, ТУ16-522.024-80;106303
Выключатель АК50КБ-400-3М, 50/12, со свободными контактами, ТУ16-522.024-80;106304
Выключатель АК50КБ-400-3М, 63/12, со свободными контактами, ТУ16-522.024-80;113431
Выключатель АК50КБ-400-3М, 30/12, крепление за панелью, ТУ16-522.024-80;244470
Выключатель АК50КБ-400-3М, 0,6/5, ТУ16-522.024-80;106306
Выключатель АК50КБ-400-3М, 1,6/5, ТУ16-522.024-80;106310
Выключатель АК50КБ-400-3М, 10/5, ТУ16-522.024-80;106311
Выключатель АК50КБ-400-3М, 16/5, ТУ16-522.024-80;106314
Выключатель АК50КБ-400-3М, 1/5, ТУ16-522.024-80;106308
Выключатель АК50КБ-400-3М, 2,5/5, ТУ16-522.024-80;106316
Выключатель АК50КБ-400-3М, 20/5, ТУ16-522.024-80;106318
Выключатель АК50КБ-400-3М, 25/5, ТУ16-522.024-80;106319
Выключатель АК50КБ-400-3М, 2/5, ТУ16-522.024-80;106315
Выключатель АК50КБ-400-3М, 3,15/5, ТУ16-522.024-80;106320
Выключатель АК50КБ-400-3М, 30/5, ТУ16-522.024-80;106321
Выключатель АК50КБ-400-3М, 35/5, ТУ16-522.024-80;106322
Выключатель АК50КБ-400-3М, 40/5, ТУ16-522.024-80;106325
Выключатель АК50КБ-400-3М, 4/5, ТУ16-522.024-80;106323
Выключатель АК50КБ-400-3М, 50/5, ТУ16-522.024-80;106329
Выключатель АК50КБ-400-3М, 5/5, ТУ16-522.024-80;106326
Выключатель АК50КБ-400-3М, 6,3/5, ТУ16-522.024-80;106330
Выключатель АК50КБ-400-3М, 63/5, ТУ16-522.024-80;141258
Выключатель АК50КБ-400-3М, 8/5, ТУ16-522.024-80;106332
Выключатель АК50КБ-400-3М, 1,6/5, IP54 (с сальниками), ТУ16-522.024-80;106333
Выключатель АК50КБ-400-3М, 40/5, IP54 (с сальниками), ТУ16-522.024-80;106334
Выключатель АК50КБ-400-3М, 6,3/5, IP54 (с сальниками), ТУ16-522.024-80;115014
Выключатель АК50КБ-400-3М, 0,6/5, со свободными контактами, ТУ16-522.024-80;106335
Выключатель АК50КБ-400-3М, 1,6/5, со свободными контактами, ТУ16-522.024-80;106337
Выключатель АК50КБ-400-3М, 10/5, со свободными контактами, ТУ16-522.024-80;106340
Выключатель АК50КБ-400-3М, 16/5, со свободными контактами, ТУ16-522.024-80;106341
Выключатель АК50КБ-400-3М, 1/5, со свободными контактами, ТУ16-522.024-80;106336
Выключатель АК50КБ-400-3М, 2,5/5, со свободными контактами, ТУ16-522.024-80;106343
Выключатель АК50КБ-400-3М, 20/5, со свободными контактами, ТУ16-522.024-80;106344
Выключатель АК50КБ-400-3М, 25/5, со свободными контактами, ТУ16-522.024-80;106345
Выключатель АК50КБ-400-3М, 2/5, со свободными контактами, ТУ16-522.024-80;106342
Выключатель АК50КБ-400-3М, 3,15/5, со свободными контактами, ТУ16-522.024-80;106346
Выключатель АК50КБ-400-3М, 30/5, со свободными контактами, ТУ16-522.024-80;106347
Выключатель АК50КБ-400-3М, 35/5, со свободными контактами, ТУ16-522.024-80;106348
Выключатель АК50КБ-400-3М, 40/5, со свободными контактами, ТУ16-522.024-80;106350
Выключатель АК50КБ-400-3М, 4/5, со свободными контактами, ТУ16-522.024-80;106349
Выключатель АК50КБ-400-3М, 50/5, со свободными контактами, ТУ16-522.024-80;106352
Выключатель АК50КБ-400-3М, 5/5, со свободными контактами, ТУ16-522.024-80;106351
Выключатель АК50КБ-400-3М, 6,3/5, со свободными контактами, ТУ16-522.024-80;106353
Выключатель АК50КБ-400-3М, 63/5, со свободными контактами, ТУ16-522.024-80;248221
Выключатель АК50КБ-400-3М, 8/5, со свободными контактами, ТУ16-522.024-80;106354
Выключатель АК50КБ-400-3М, 1,6/5, со свободными контактами, IP54 (с сальниками), ТУ16-522.024-80;106355
Выключатель АК50КБ-400-3М, 16/5, со свободными контактами, крепление за панелью, ТУ16-522.024-80;106356
Выключатель АК50КБ-400-3М, 20/5, со свободными контактами, крепление за панелью, ТУ16-522.024-80;106357
Выключатель АК50КБ-400-3М, 40/5, со свободными контактами, крепление за панелью, ТУ16-522.024-80;106359
Выключатель АК50КБ-400-3М, 4/5, со свободными контактами, крепление за панелью, ТУ16-522.024-80;106358
Выключатель АК50КБ-400-3М, 0,6/5, крепление за панелью, ТУ16-522.024-80;118707
Выключатель АК50КБ-400-3М, 1,6/5, крепление за панелью, ТУ16-522.024-80;149468
Выключатель АК50КБ-400-3М, 16/5, крепление за панелью, ТУ16-522.024-80;292136
Выключатель АК50КБ-400-3М, 20/5, крепление за панелью, ТУ16-522.024-80;106305
Выключатель АК50КБ-400-3М, 5/5, крепление за панелью, ТУ16-522.024-80;118706
Выключатель АК50КБ-400-3М, 63/5, крепление за панелью, ТУ16-522.024-80;244468
Выключатель АК50КБ-400-3М, 25/7, ТУ16-522.024-80;106360
Выключатель АК50КБ-400-3М, 30/7, ТУ16-522.024-80;106361
Выключатель АК50КБ-400-3М, 35/7, ТУ16-522.024-80;106362
Выключатель АК50КБ-400-3М, 40/7, ТУ16-522.024-80;106363
Выключатель АК50КБ-400-3М, 50/7, ТУ16-522.024-80;106364
Выключатель АК50КБ-400-3М, 63/7, ТУ16-522.024-80;245504
Выключатель АК50КБ-400-3М, 25/7, со свободными контактами, ТУ16-522.024-80;106365
Выключатель АК50КБ-400-3М, 30/7, со свободными контактами, ТУ16-522.024-80;106366
Выключатель АК50КБ-400-3М, 35/7, со свободными контактами, ТУ16-522.024-80;106367
Выключатель АК50КБ-400-3М, 40/7, со свободными контактами, ТУ16-522.024-8;106368
Выключатель АК50КБ-400-3М, 50/7, со свободными контактами, ТУ16-522.024-8;106369
Выключатель АК50КБ-400-3М, 63/7, со свободными контактами, ТУ16-522.024-8;232029
Выключатель АК50КБ-400-3М, 40/7, со свободными контактами, крепление за панелью, ТУ16-522.024-80;106370
